id,sku,name_en,name_ar,category,price,stock_quantity,description_en,description_ar,image_url,barcode,expiry_date,is_active
2311,MED-02311,"Panadol Extra","بانادول إكسترا",Medicine,45.00,72,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622234940943,2026-04-17,1
2312,MED-02312,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,0,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622355333973,2026-01-04,1
2313,COS-02313,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,72,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622703537691,2026-08-21,1
2314,SUP-02314,"Centrum Men","سنتروم رجال",Supplements,420.00,127,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622392949294,2026-06-09,1
2315,MED-02315,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,194,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622361252175,2027-07-12,1
2316,MED-02316,"Panadol Extra","بانادول إكسترا",Medicine,45.00,55,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622271987298,2027-02-05,1
2317,MED-02317,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,96,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622452777453,2026-04-07,1
2318,COS-02318,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,127,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622939617560,2026-04-29,1
2319,SUP-02319,"Centrum Men","سنتروم رجال",Supplements,420.00,48,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622710953800,2026-10-08,1
2320,MED-02320,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,185,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622348582120,2027-09-27,1
2321,MED-02321,"Panadol Extra","بانادول إكسترا",Medicine,45.00,162,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622175280101,2026-11-26,1
2322,MED-02322,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,135,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622634411520,2026-10-25,1
2323,COS-02323,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,24,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622686487647,2026-10-04,1
2324,SUP-02324,"Centrum Men","سنتروم رجال",Supplements,420.00,138,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622602826746,2026-04-26,1
2325,MED-02325,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,119,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622458948118,2027-07-03,1
2326,MED-02326,"Panadol Extra","بانادول إكسترا",Medicine,45.00,164,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622456048060,2026-09-08,1
2327,MED-02327,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,6,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622160505089,2026-09-02,1
2328,COS-02328,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,12,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622540180432,2026-01-27,1
2329,SUP-02329,"Centrum Men","سنتروم رجال",Supplements,420.00,153,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622199766740,2027-06-09,1
2330,MED-02330,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,25,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622885756256,2026-09-15,1
2331,MED-02331,"Panadol Extra","بانادول إكسترا",Medicine,45.00,12,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,62232147102,2026-06-06,1
2332,MED-02332,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,18,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,62296455368,2027-05-21,1
2333,COS-02333,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,70,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622827091838,2027-10-02,1
2334,SUP-02334,"Centrum Men","سنتروم رجال",Supplements,420.00,63,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622635430587,2026-04-14,1
2335,MED-02335,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,164,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622437143750,2026-04-19,1
2336,MED-02336,"Panadol Extra","بانادول إكسترا",Medicine,45.00,161,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622821101803,2025-12-27,1
2337,MED-02337,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,71,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622145700031,2026-09-01,1
2338,COS-02338,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,118,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622260094132,2026-10-11,1
2339,SUP-02339,"Centrum Men","سنتروم رجال",Supplements,420.00,33,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622797773669,2027-10-18,1
2340,MED-02340,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,104,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622285795120,2027-09-09,1
2341,MED-02341,"Panadol Extra","بانادول إكسترا",Medicine,45.00,196,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,62215630,2027-02-23,1
2342,MED-02342,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,192,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622456273691,2026-03-12,1
2343,COS-02343,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,6,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622295393632,2027-09-13,1
2344,SUP-02344,"Centrum Men","سنتروم رجال",Supplements,420.00,37,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622959181814,2026-01-22,1
2345,MED-02345,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,72,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622994236434,2026-03-11,1
2346,MED-02346,"Panadol Extra","بانادول إكسترا",Medicine,45.00,56,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622383244043,2026-07-12,1
2347,MED-02347,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,74,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,62252576901,2027-08-08,1
2348,COS-02348,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,77,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622962361372,2026-11-17,1
2349,SUP-02349,"Centrum Men","سنتروم رجال",Supplements,420.00,60,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622871544352,2026-12-29,1
2350,MED-02350,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,26,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622256331554,2026-06-09,1
2351,MED-02351,"Panadol Extra","بانادول إكسترا",Medicine,45.00,119,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622570103711,2027-10-17,1
2352,MED-02352,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,110,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622545457358,2026-05-14,1
2353,COS-02353,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,125,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622489431366,2026-05-09,1
2354,SUP-02354,"Centrum Men","سنتروم رجال",Supplements,420.00,120,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622889367015,2027-07-04,1
2355,MED-02355,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,27,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622519850899,2026-02-13,1
2356,MED-02356,"Panadol Extra","بانادول إكسترا",Medicine,45.00,151,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622115559787,2026-04-08,1
2357,MED-02357,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,71,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622148455775,2026-01-16,1
2358,COS-02358,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,11,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622958106745,2027-05-02,1
2359,SUP-02359,"Centrum Men","سنتروم رجال",Supplements,420.00,191,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622538353654,2027-07-19,1
2360,MED-02360,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,1,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622254980752,2027-05-05,1
2361,MED-02361,"Panadol Extra","بانادول إكسترا",Medicine,45.00,173,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622902567447,2027-06-08,1
2362,MED-02362,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,124,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622229512975,2027-04-08,1
2363,COS-02363,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,144,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622410116479,2027-02-25,1
2364,SUP-02364,"Centrum Men","سنتروم رجال",Supplements,420.00,74,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622719179663,2027-10-12,1
2365,MED-02365,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,61,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,62258555686,2026-06-26,1
2366,MED-02366,"Panadol Extra","بانادول إكسترا",Medicine,45.00,149,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622419131114,2026-04-11,1
2367,MED-02367,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,24,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622856204027,2027-09-08,1
2368,COS-02368,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,77,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622475529311,2026-02-21,1
2369,SUP-02369,"Centrum Men","سنتروم رجال",Supplements,420.00,114,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622296528574,2027-11-04,1
2370,MED-02370,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,67,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622223431179,2026-02-04,1
2371,MED-02371,"Panadol Extra","بانادول إكسترا",Medicine,45.00,194,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622234352451,2026-08-24,1
2372,MED-02372,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,117,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622679995593,2026-12-08,1
2373,COS-02373,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,146,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622917831042,2026-12-21,1
2374,SUP-02374,"Centrum Men","سنتروم رجال",Supplements,420.00,50,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622167690620,2026-06-26,1
2375,MED-02375,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,90,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622385291381,2027-03-11,1
2376,MED-02376,"Panadol Extra","بانادول إكسترا",Medicine,45.00,122,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622649303032,2026-12-27,1
2377,MED-02377,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,98,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622125759222,2026-01-05,1
2378,COS-02378,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,140,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622235892474,2027-01-17,1
2379,SUP-02379,"Centrum Men","سنتروم رجال",Supplements,420.00,136,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622659218975,2027-09-30,1
2380,MED-02380,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,79,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622387225141,2027-11-05,1
2381,MED-02381,"Panadol Extra","بانادول إكسترا",Medicine,45.00,84,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622622739915,2027-09-14,1
2382,MED-02382,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,83,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622219093290,2026-08-20,1
2383,COS-02383,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,81,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622289318620,2027-01-10,1
2384,SUP-02384,"Centrum Men","سنتروم رجال",Supplements,420.00,183,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622913336703,2027-11-02,1
2385,MED-02385,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,144,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622178342273,2026-11-01,1
2386,MED-02386,"Panadol Extra","بانادول إكسترا",Medicine,45.00,131,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622491584500,2026-11-10,1
2387,MED-02387,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,73,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622145012262,2025-11-22,1
2388,COS-02388,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,78,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622918130822,2026-05-28,1
2389,SUP-02389,"Centrum Men","سنتروم رجال",Supplements,420.00,146,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622934040794,2027-06-19,1
2390,MED-02390,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,169,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622945428953,2027-10-17,1
2391,MED-02391,"Panadol Extra","بانادول إكسترا",Medicine,45.00,186,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,62250835736,2026-04-01,1
2392,MED-02392,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,196,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,62215359978,2026-04-17,1
2393,COS-02393,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,116,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622524429932,2026-07-10,1
2394,SUP-02394,"Centrum Men","سنتروم رجال",Supplements,420.00,117,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622695296462,2026-01-13,1
2395,MED-02395,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,186,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622966485505,2026-01-31,1
2396,MED-02396,"Panadol Extra","بانادول إكسترا",Medicine,45.00,84,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622411512745,2026-01-11,1
2397,MED-02397,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,38,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622150995734,2026-02-27,1
2398,COS-02398,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,34,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622561519327,2026-11-10,1
2399,SUP-02399,"Centrum Men","سنتروم رجال",Supplements,420.00,50,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622387470289,2025-12-05,1
2400,MED-02400,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,117,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622257502773,2027-11-05,1
2401,MED-02401,"Panadol Extra","بانادول إكسترا",Medicine,45.00,76,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622352398843,2027-10-30,1
2402,MED-02402,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,67,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622817428886,2026-04-06,1
2403,COS-02403,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,140,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622986823723,2027-08-25,1
2404,SUP-02404,"Centrum Men","سنتروم رجال",Supplements,420.00,191,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622341971071,2025-12-01,1
2405,MED-02405,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,142,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622474145865,2026-07-02,1
2406,MED-02406,"Panadol Extra","بانادول إكسترا",Medicine,45.00,102,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622368151614,2027-05-21,1
2407,MED-02407,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,183,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622923025932,2026-09-01,1
2408,COS-02408,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,90,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622696512656,2027-02-03,1
2409,SUP-02409,"Centrum Men","سنتروم رجال",Supplements,420.00,33,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622420317393,2026-05-26,1
2410,MED-02410,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,147,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622253915874,2026-05-24,1
2411,MED-02411,"Panadol Extra","بانادول إكسترا",Medicine,45.00,74,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622939913741,2026-11-18,1
2412,MED-02412,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,58,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622572855907,2026-07-18,1
2413,COS-02413,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,56,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622992529141,2026-09-22,1
2414,SUP-02414,"Centrum Men","سنتروم رجال",Supplements,420.00,97,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622544804527,2026-08-19,1
2415,MED-02415,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,26,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622301943279,2026-03-23,1
2416,MED-02416,"Panadol Extra","بانادول إكسترا",Medicine,45.00,13,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622555850948,2027-07-05,1
2417,MED-02417,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,11,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622860106243,2026-08-18,1
2418,COS-02418,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,105,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622231475697,2026-07-18,1
2419,SUP-02419,"Centrum Men","سنتروم رجال",Supplements,420.00,181,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622434997061,2027-01-07,1
2420,MED-02420,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,132,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622154742136,2026-04-09,1
2421,MED-02421,"Panadol Extra","بانادول إكسترا",Medicine,45.00,24,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622280631710,2025-12-27,1
2422,MED-02422,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,173,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,62242146069,2026-06-07,1
2423,COS-02423,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,128,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622526599216,2026-07-31,1
2424,SUP-02424,"Centrum Men","سنتروم رجال",Supplements,420.00,104,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622424705111,2027-10-23,1
2425,MED-02425,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,63,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622416833377,2027-07-07,1
2426,MED-02426,"Panadol Extra","بانادول إكسترا",Medicine,45.00,0,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622628862910,2025-12-06,1
2427,MED-02427,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,131,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622974778214,2027-10-13,1
2428,COS-02428,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,70,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622690940152,2026-08-15,1
2429,SUP-02429,"Centrum Men","سنتروم رجال",Supplements,420.00,186,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622907604975,2026-08-04,1
2430,MED-02430,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,190,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622275123586,2027-02-12,1
2431,MED-02431,"Panadol Extra","بانادول إكسترا",Medicine,45.00,133,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622504804934,2027-11-13,1
2432,MED-02432,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,37,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622120178559,2026-12-07,1
2433,COS-02433,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,130,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622110691338,2027-09-02,1
2434,SUP-02434,"Centrum Men","سنتروم رجال",Supplements,420.00,53,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622806193043,2026-09-15,1
2435,MED-02435,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,175,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622995529706,2026-12-09,1
2436,MED-02436,"Panadol Extra","بانادول إكسترا",Medicine,45.00,171,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622249102644,2027-09-12,1
2437,MED-02437,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,166,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622107463140,2026-06-05,1
